"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"Hollenbeck Canyon Trail",4.6,662,"Out & Back",258,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lake Murray Trail",5.9,118,"Out & Back",248,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|birding|fishing|hiking|naturetrips|paddlesports|roadbiking|trailrunning|walking|lake|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Parker Lake Trail",3.6,652,"Out & Back",177,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|lake|views|bugs","EASY|EASY|EASY|EASY",4.5
"Clyma, Highland Ridge and Raven Loop",8.4,2066,"Loop",10,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|trailrunning|views|wildlife","HARD|HARD|HARD|HARD",4.5
"Tecolote Canyon Trail",4.1,498,"Out & Back",276,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Lake Hollywood Trail",3.3,173,"Loop",190,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|hiking|roadbiking|scenicdriving|trailrunning|walking|forest|lake|views|wildflowers|wildlife|rocky|nodogs","EASY|EASY|EASY|EASY",4
"La Tuna Canyon Loop Trail",5.9,1427,"Loop",211,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|naturetrips|trailrunning|walking|views|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"North Table Mountain Ecological Preserve Loop Trail",6.2,718,"Loop",193,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|waterfall|wildflowers|wildlife|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4
"Powder Canyon Loop Trail",6,1279,"Loop",237,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Steep Canyon Trail",1.6,456,"Loop",225,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"N. Fork Matilija Trail 23W07",6.2,593,"Out & Back",131,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|camping|fishing|hiking|horsebackriding|naturetrips|trailrunning|walking|river|views|waterfall|wildflowers|bugs|overgrown","MODERATE|MODERATE|MODERATE|MODERATE",4
"North Fortuna via Rolling Hills",5.1,1141,"Loop",198,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|trailrunning|wildlife","HARD|HARD|HARD|HARD",4.5
"Musch Trail to Eagle Rock",4.4,915,"Loop",203,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"May Trail to High Ridge Loop to Tolman Peak Trail to South Fork to Tolman Peak Trail Loop",4.9,902,"Loop",26,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4
"Valencia Peak Trail",4.2,1240,"Loop",204,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Batiquitos Lagoon Trail",3.1,26,"Out & Back",269,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Batteries to Bluffs Trail",2.2,449,"Loop",141,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4.5
"Tuolumne Grove Trail",3.2,734,"Out & Back",176,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Fortynine Palms Oasis Trail",2.8,620,"Out & Back",201,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildlife|rocky|scramble|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Sanborn Trails",4.5,1541,"Loop",217,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|cave|forest|views|wildflowers|wildlife|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Trillium Falls Trail",2.6,433,"Loop",157,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|walking|waterfall|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Fishermans Camp via Tenaja Falls Trailhead",4.3,446,"Out & Back",113,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"San Francisco Bay Trail to Rosie the Riveter World War II Homefront National Historical Park Visitor Center",6.6,68,"Out & Back",16,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|historicsite","EASY|EASY|EASY|EASY",4
"Point Dume Cove Trail",1.2,206,"Out & Back",128,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|rockclimbing|surfing|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"North Ridge and Sunset Trail Loop",4.8,777,"Loop",169,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Big Laguna Trail",13.3,1240,"Loop",144,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|birding|camping|hiking|horsebackriding|mountainbiking|trailrunning|walking|lake|views|wildlife","EASY|EASY|EASY|EASY",4.5
"Historic Donner Pass Trail",5.9,905,"Loop",179,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|snowshoeing|trailrunning|walking|cave|lake|views|wildflowers|wildlife|rocky|snow","EASY|EASY|EASY|EASY",4.5
"Backbone Trail to Sandstone Peak",3.2,1030,"Out & Back",142,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lost Horse Mine Loop Trail",6.5,810,"Loop",192,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|camping|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Pyramid Peak Trail",6.3,4045,"Out & Back",127,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|snowshoeing|forest|river|views|wildflowers|wildlife|rocky|scramble|snow","HARD|HARD|HARD|HARD",5
"Tennessee Valley Golden Gate Loop Trail",5.5,1289,"Loop",147,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Point Reyes National Seashore Trail",12.1,1584,"Loop",102,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|backpacking|birding|camping|hiking|naturetrips|walking|beach|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Reservoir Canyon Trail",5.4,1397,"Loop",189,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|cave|forest|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Murray Canyon Trail to Seven Falls",3.9,593,"Out & Back",165,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|horsebackriding|naturetrips|walking|river|views|waterfall|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Dripping Springs Campground Trail",12.4,2995,"Out & Back",171,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mount Tamalpais: Middle Peak Loop Trail",4.5,748,"Loop",108,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Reef Point and Crystal Cove Trail",4.2,285,"Out & Back",150,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|partiallypaved|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"North Trail",5.2,748,"Out & Back",146,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|forest|partiallypaved|river|views|waterfall|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"City View and Walnut Forest Trails",2.5,639,"Loop",224,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|naturetrips|trailrunning|walking|partiallypaved|views|wildflowers","EASY|EASY|EASY|EASY",4
"Laurel Canyon - Bommer Ridge Loop",3.3,603,"Loop",154,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Arroyo Seco Trail",19.1,2979,"Out & Back",123,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|partiallypaved|river|views|waterfall|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Russian Ridge Trail",4.9,902,"Loop",162,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Western States Pioneer Express Recreation Trail ",8.6,1259,"Out & Back",156,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|partiallypaved|railstrails|river|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Shoreline Trail: Salt Marsh Overlook",3.3,19,"Out & Back",39,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|roadbiking|surfing|trailrunning|walking|beach|partiallypaved|views","EASY|EASY|EASY|EASY",4
"Glendale Peak Trail",3.5,833,"Loop",176,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"El Camino Viejo Bike Trail, Reflection Pond, and San Emigdio Canyo Loop",7.8,915,"Loop",187,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|partiallypaved|views|waterfall|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Dipsea Steep Ravine Matt Davis Loop Trail from Pantoll",7.4,1748,"Loop",155,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"Four Lakes Loop",14,5793,"Loop",39,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|backpacking|camping|hiking|horsebackriding|trailrunning|forest|lake|views|wildflowers|bugs|snow|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Los Gatos Creek Trail",3.8,511,"Loop",216,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|wheelchairfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|forest|river|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Lake Gregory Trail",2.3,59,"Loop",175,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|scenicdriving|snowshoeing|trailrunning|walking|forest|lake|partiallypaved|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Bluff Trail Loop",8,1404,"Loop",177,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|walking|beach|forest|river|views|wildflowers|wildlife|blowdown|bridgeout|overgrown|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Veteran's Park Trail",2.2,702,"Loop",209,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|hiking|mountainbiking|roadbiking|trailrunning|walking","HARD|HARD|HARD|HARD",4.5
"Skull Rock Nature Trail",1.7,157,"Loop",155,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|camping|hiking|rockclimbing|walking|views|wildlife|rocky|nodogs","EASY|EASY|EASY|EASY",4
"Codfish Falls Trail",2.8,187,"Out & Back",134,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|cave|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Badwater Basin Salt Flats Trail",1.8,9,"Out & Back",148,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|walking|views|wildlife|rocky|nodogs","EASY|EASY|EASY|EASY",4
"Boney Mountain Overlook Trail",9.1,2670,"Out & Back",139,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|views|waterfall|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Skyline to the Sea, Berry Creek Falls, Hammond Road Loop",10.5,2785,"Loop",108,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|hiking|forest|views|waterfall|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Bighorn Peak and Ontario Peak",12.1,4242,"Out & Back",174,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|backpacking|hiking|snowshoeing|trailrunning|forest|views|wildlife|blowdown|rocky|snow","HARD|HARD|HARD|HARD",4.5
"Box Springs Mountain Park",7.1,1784,"Out & Back",171,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|horsebackriding|mountainbiking|trailrunning|walking|views|wildlife","EASY|EASY|EASY|EASY",4
"Squirrel Gulch Trail to Eagle Crest Trail to Ridgeline Trail Loop",4.8,921,"Loop",13,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Zumwalt Meadow And Roaring River Falls",4,291,"Loop",97,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|fishing|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Wildwood Canyon Trail",2.3,918,"Out & Back",192,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Old Pinnacles Trail Loop",9.5,1732,"Loop",125,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|rockclimbing|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Convict Lake Loop Trail",2.5,213,"Loop",149,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|fishing|hiking|walking|washedout","EASY|EASY|EASY|EASY",4.5
"Buck Gully Trail",4.4,442,"Out & Back",210,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|mountainbiking|trailrunning|walking|river|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4
"Angora Lakes Trail",1.2,226,"Out & Back",99,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|naturetrips|paddlesports|trailrunning|forest|lake|views|wildlife|rocky","EASY|EASY|EASY|EASY",4.5
"Bill Cull Trail",1,187,"Loop",151,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|partiallypaved|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Woods, Winnemucca, and Round Top Lakes",4.9,1272,"Loop",148,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|naturetrips|snowshoeing|walking|lake|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mojave River via the PCT",6.4,892,"Out & Back",112,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|camping|hiking|naturetrips|rockclimbing|walking|river|views|waterfall|wildflowers|wildlife|rocky|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4
"Sycamore Canyon Trail",3.3,311,"Out & Back",186,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Willow Creek Trail",3.1,606,"Loop",200,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|waterfall|wildflowers|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Pomo Canyon Trail Red Hill Trail Loop from Shell Beach",6.5,1594,"Loop",170,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bear Gulch and Alambique Trail Loop",9.7,2043,"Loop",206,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Stevens Canyon Trail",5.9,1079,"Loop",215,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|lake|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Ocean Overlook Loop Trail",2.6,462,"Loop",135,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|partiallypaved|views|wildflowers|wildlife|bugs|overgrown|rocky|noshade","EASY|EASY|EASY|EASY",4.5
"Kenneth Hahn Recreation Area",2.6,377,"Loop",203,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers","EASY|EASY|EASY|EASY",4
"Wildwood Park Lizard Rock Trail",4.1,695,"Loop",210,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Buckhart Trail to Cooper Canyon Falls",4.6,1013,"Out & Back",129,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|camping|hiking|naturetrips|walking|forest|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Giant Forest Loop Trail",7,1282,"Loop",55,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|hiking|trailrunning|forest|nodogs","EASY|EASY|EASY|EASY",4.5
"Crystal Cave Trail",0.8,291,"Out & Back",48,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|cave|forest|partiallypaved|river|waterfall|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Rock City to the Summit of Mount Diablo",7.6,2201,"Out & Back",178,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|camping|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|noshade|nodogs","HARD|HARD|HARD|HARD",4.5
"Arrowhead Pinacles Trail",4.6,1099,"Out & Back",162,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|horsebackriding|naturetrips|walking|cave|forest|views|wildflowers|wildlife|rocky|scramble","HARD|HARD|HARD|HARD",4.5
"Borrego Canyon to Vista Look Out Trail",4.6,764,"Out & Back",154,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Big Trees Trail",1.3,121,"Loop",97,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|walking|forest|views|wildflowers|wildlife|oldgrowth|nodogs","EASY|EASY|EASY|EASY",4.5
"Monrovia Canyon Park Trail",5.8,1279,"Out & Back",176,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Old Mount Baldy Trail",13,5816,"Out & Back",125,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|offroaddriving|trailrunning|forest|river|views|wildlife","HARD|HARD|HARD|HARD",4.5
"Miner's Ridge and James Irvine Trail Loop",12.4,1545,"Loop",159,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|backpacking|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|forest|views|wildlife|nodogs","HARD|HARD|HARD|HARD",5
